"id_no","binomial","area","lotic","lentic","lentic_only","length","importance","marine","FoodTroph","foodtrophcat","climate_zone","code"
9038,"Clypeobarbus pseudognathodon",62796.5251165841,1,1,0,NA,NA,NA,NA,NA,1,"NT"
9039,"Clarias jaensis",549278.671767151,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9041,"Labeobarbus reinii",21187.9684273899,1,0,0,NA,NA,NA,NA,NA,2,"EX"
9044,"Enteromius wellmani",1679.7774055239,1,0,0,NA,NA,NA,NA,NA,2,"DD"
9046,"Barboides gracilis",66012.6688382738,1,0,0,1.79999995231628,NA,0,2,"Herbi.",1,"VU"
9050,"Haplochromis pundamilia",75275.99539497,0,1,1,12.4200000762939,"of no interest",0,3.68,"Carni.",1,"LC"
9051,"Nothobranchius oestergaardi",595.905759098961,0,1,1,3.1800000667572,NA,0,NA,NA,1,"EN"
9054,"Gymnallabes nops",9171.17701506704,1,1,0,NA,NA,NA,NA,NA,1,"VU"
9057,"Tetraodon duboisi",3948.6275505585,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9064,"Nothobranchius rosenstocki",4958.57828925981,1,1,0,4.48999977111816,NA,0,NA,NA,3,"VU"
9065,"Phractura lindica",250160.146399086,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9073,"Favonigobius reichei",173342.832038766,1,0,0,8.30000019073486,"of no interest",1,NA,NA,1,"LC"
9074,"Mormyrus subundulatus",47017.5461810551,1,1,0,NA,NA,NA,NA,NA,1,"VU"
9077,"Campylomormyrus bredoi",5099.84750716768,0,1,1,NA,NA,NA,NA,NA,1,"VU"
9078,"Enteromius lornae",3292.56504806354,1,1,0,NA,NA,NA,NA,NA,3,"DD"
9082,"Melanochromis mossambiquensis",83.9468206076889,0,1,1,NA,NA,NA,NA,NA,1,"NT"
9083,"Ctenopoma maculatum",302414.299358278,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9085,"Tropheus moorii",33012.5919769452,0,1,1,14.5,"commercial",0,NA,NA,1,"LC"
9087,"Rhamphochromis longiceps",6876.2660956166,0,1,1,28,"commercial",0,3.83,"Carni.",1,"VU"
9089,"Parauchenoglanis altipinnis",73869.2856835807,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9094,"Clupeocharax schoutedeni",12475.7681682186,0,1,1,NA,NA,NA,NA,NA,1,"VU"
9095,"Enteromius parajae",112754.303979044,1,1,0,4.15000009536743,NA,0,NA,NA,1,"LC"
9101,"Lacustricola moeruensis",170940.836844435,1,1,0,4,NA,0,NA,NA,3,"LC"
9104,"Fundulopanchax scheeli",2483.64665496887,1,1,0,NA,NA,NA,NA,NA,1,"CR"
9105,"Sargochromis codringtonii",449379.470821936,1,1,0,39,"commercial",0,3.09,"Carni.",2,"LC"
9109,"Labeobarbus osseensis",2946.00893117719,0,1,1,26.3999996185303,NA,0,2.62,"Omni.",1,"VU"
9111,"Labidochromis textilis",673.71997889476,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9113,"Opsaridium engrauloides",429.040622161205,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9120,"Bathygobius fuscus",22790.8478875132,1,0,0,12,"minor commercial",1,NA,NA,1,"LC"
9121,"Alcolapia latilabris",3181.61248734789,NA,NA,0,NA,NA,NA,NA,NA,1,NA
9122,"Lestradea stappersii",33012.5919769452,0,1,1,11.6999998092651,"commercial",0,3.5,"Carni.",1,"LC"
9126,"Nothobranchius willerti",172.005120136978,0,1,1,NA,NA,NA,NA,NA,1,"VU"
9127,"Parananochromis gabonicus",65468.1633507259,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
9129,"Labeobarbus jubbi",66985.4305829259,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9130,"Haplochromis microchrysomelas",2837.93065776997,0,1,1,8.30000019073486,NA,0,NA,NA,3,"LC"
9131,"Chiloglanis marlieri",2838.33861557658,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9132,"Fundulopanchax puerzli",16554.5580078959,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9133,"Copadichromis trimaculatus",11053.5608411534,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9139,"Labeobarbus wittei",22125.5333928797,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9141,"Cyprichromis leptosoma",33354.7184506497,0,1,1,11,"commercial",0,3.5,"Carni.",1,"LC"
9144,"Ctenopoma petherici",3221552.46862059,1,1,0,17.3999996185303,NA,0,3.16,"Carni.",1,"LC"
9146,"Labeo roseopunctatus",38778.7741897674,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9148,"Phenacogrammus bleheri",4295.8231520651,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9149,"Labeobarbus habereri",99600.1283854107,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9152,"Fundulopanchax robertsoni",2489.10638311524,0,1,1,NA,NA,NA,NA,NA,1,"DD"
9155,"Pseudotropheus perspicax",253.549496086174,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9157,"Pollimyrus maculipinnis",2824.44411094468,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9160,"Enteromius turkanae",8414.7713261449,0,1,1,NA,NA,NA,NA,NA,2,"VU"
9166,"Enteromius melanotaenia",3667.09216418555,1,0,0,NA,NA,NA,NA,NA,1,"CR"
9167,"Steatocranus gibbiceps",38821.8620647234,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9169,"Gambusia affinis",86.0271647393956,1,1,0,5.09999990463257,"minor commercial",0,3.22,"Carni.",NA,"LC"
9171,"Chrysichthys laticeps",422648.384032909,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9174,"Pseudosimochromis margaretae",34890.675799273,0,1,1,8.14999961853027," ",0,2,"Herbi.",1,NA
9178,"Lethrinops macrochir",3340.0763358163,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9181,"Gnathochromis permaxillaris",33354.7184506497,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9183,"Epiplatys esekanus",15718.5055702612,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9184,"Haplochromis chilotes",70201.9485614657,0,1,1,14.8000001907349,NA,0,3.2,"Carni.",1,"LC"
9187,"Labeobarbus batesii",278483.131507728,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9190,"Aphyosemion bitaeniatum",265674.684449864,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9195,"Kneria ansorgii",2546.77383606627,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9203,"Microsynodontis hirsuta",7482.53494238609,1,0,0,6.80000019073486,NA,0,NA,NA,1,"DD"
9204,"Papyrocranus afer",1190474.63390969,1,1,0,80,"subsistence fisheries",0,3.15,"Carni.",1,"LC"
9206,"Campylomormyrus luapulaensis",44881.3759882122,1,1,0,NA,NA,NA,NA,NA,3,"DD"
9207,"Xenotilapia leptura",33012.5919769452,0,1,1,11,"commercial",0,2,"Herbi.",1,"LC"
9210,"Coptodon kottae",1801.32606590871,0,1,1,NA,NA,NA,NA,NA,1,"EN"
9211,"Tylochromis lateralis",803243.797519288,1,1,0,26,NA,0,3.08,"Carni.",1,"LC"
9212,"Zaireichthys wamiensis",49198.2485139009,1,0,0,NA,NA,NA,NA,NA,1,"VU"
9218,"Gymnarchus niloticus",409866.908988173,1,1,0,167,"commercial",0,3.71,"Carni.",2,"LC"
9221,"Mormyrops batesianus",429.989436959037,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9222,"Labeobarbus gorgorensis",2946.00893117719,0,1,1,61.7999992370605,NA,0,3.22,"Carni.",1,"DD"
9223,"Nothobranchius luekei",597.622345063263,1,1,0,NA,NA,NA,NA,NA,1,"EN"
9224,"Campylomormyrus rhynchophorus",838814.660183962,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9227,"Dormitator lebretonis",836288.829024521,1,1,0,12.3999996185303,"of no interest",1,2.47,"Omni.",1,"LC"
9229,"Monodactylus argenteus",8189.33675318414,1,0,0,27,"minor commercial",1,3.13,"Carni.",1,"LC"
9230,"Haplochromis laparogramma",70201.9485614657,0,1,1,8.5,NA,0,3.3,"Carni.",1,"LC"
9234,"Parachanna africana",143216.895834303,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9237,"Nothobranchius flagrans",169.182086499315,1,1,0,NA,NA,NA,NA,NA,3,"EN"
9239,"Aulonocara brevirostre",2510.09468586416,NA,NA,0,NA,NA,NA,NA,NA,1,NA
9242,"Distichodus altus",314913.259883961,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9248,"Micralestes ambiguus",4295.8231520651,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9255,"Microctenopoma ocellifer",48240.3530419572,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9259,"Lamnostoma orientalis",510852.39826373,1,0,0,NA,NA,NA,NA,NA,2,"LC"
9261,"Phractura longicauda",275232.335757007,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
9265,"Labeo umbratus",545162.117920622,1,1,0,50,"commercial",0,2.77,"Omni.",2,"LC"
9266,"Distichodus sexfasciatus",821185.900004875,1,1,0,76,"commercial",0,2.79,"Omni.",1,"LC"
9267,"Enteromius taeniurus",27674.3936060789,1,1,0,NA,NA,NA,NA,NA,1,"VU"
9268,"Parailia congica",581864.474052057,1,1,0,9,NA,0,3.2,"Carni.",1,"LC"
9269,"Epiplatys fasciolatus",158121.693401304,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9275,"Synodontis macrops",20193.3216744825,1,0,0,NA,NA,NA,NA,NA,1,"DD"
9276,"Labeobarbus intermedius",93617.3405586623,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9278,"Eleotris daganensis",983247.147933203,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9279,"Arius gigas",946605.923202641,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9280,"Bagrus urostigma",87483.0813855579,1,0,0,NA,NA,NA,NA,NA,1,"DD"
9281,"Steatocranus tinanti",36958.546873683,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9283,"Lamprichthys tanganicanus",33865.6245571029,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9286,"Denticeps clupeoides",146176.902322442,1,0,0,15,NA,0,NA,NA,1,"VU"
9289,"Bathyclarias nyasensis",15957.7125646371,0,1,1,100,"commercial",0,3.73,"Carni.",1,"LC"
9291,"Oreochromis mweruensis",31676.422787262,1,1,0,23.7999992370605,NA,0,NA,NA,1,"LC"
9292,"Channallabes alvarezi",19697.1727312095,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
9294,"Enteromius innocens",138311.721785148,1,1,0,8,"commercial",0,2.41,"Omni.",1,"LC"
9295,"Synodontis acanthomias",712690.749649947,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9296,"Lacustricola macrurus",135589.827528527,1,0,0,5,NA,0,NA,NA,2,NA
9298,"Enteromius stauchi",19828.0781251556,NA,NA,0,NA,NA,NA,NA,NA,1,"EN"
9306,"Haplochromis prodromus",70029.8147067808,0,1,1,13,NA,0,3.4,"Carni.",1,"DD"
9307,"Exochochromis anagenys",6876.2660956166,0,1,1,20,"commercial",0,4.2,"Carni.",1,"LC"
9308,"Enteromius brazzai",400046.657779021,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9310,"Mylochromis mollis",586.843871410294,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9311,"Stigmatochromis woodi",6876.2660956166,0,1,1,25,"commercial",0,4.2,"Carni.",1,"LC"
9314,"Bryconaethiops microstoma",1238021.13815083,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9315,"Amphilius mamonekenensis",12444.2569832423,1,0,0,NA,NA,NA,NA,NA,1,"VU"
9316,"Haplochromis cavifrons",70201.9485614657,0,1,1,19.5,NA,0,4.2,"Carni.",1,"DD"
9319,"Microctenopoma pekkolai",64813.509340937,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
9320,"Amphilius korupi",10894.235848234,1,0,0,NA,NA,NA,NA,NA,1,"EN"
9328,"Nimbochromis linni",4694.31397546243,0,1,1,25,"commercial",0,4.2,"Carni.",1,"LC"
9329,"Oreochromis macrochir",1184987.02150882,1,1,0,43,"commercial",0,2.21,"Omni.",2,"VU"
9332,"Microsynodontis christyi",474472.460291362,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
9333,"Microctenopoma damasi",91594.8042058683,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9338,"Tyrannochromis macrostoma",4694.31397546243,0,1,1,30,"commercial",0,4.2,"Carni.",1,"LC"
9341,"Enteromius vanderysti",26626.1439773443,NA,NA,0,NA,NA,NA,NA,NA,1,NA
9342,"Schilbe mystus",2401498.43609808,1,1,0,35,"commercial",0,3.28,"Carni.",1,"LC"
9345,"Labidochromis lividus",84.1614107759323,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9348,"Synodontis guttatus",14866.7627290481,0,1,1,NA,NA,NA,NA,NA,1,"CR"
9351,"Oreochromis squamipinnis",3184.27816742153,1,1,0,36,"commercial",0,2.14,"Herbi.",1,"CR"
9352,"Clypeobarbus congicus",256132.131516663,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9354,"Dicentrarchus labrax",201434.224036293,1,0,0,103,"commercial",1,3.47,"Carni.",2,"LC"
9357,"Atopochilus mandevillei",14073.5176193708,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9359,"Enteromius taeniopleura",168414.872731069,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9362,"Nothobranchius eggersi",3582.04785520588,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9368,"Parailia pellucida",1715528.54347492,1,1,0,12,"commercial",0,3.45,"Carni.",1,"LC"
9369,"Fundulopanchax gresensi",7193.91699219597,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
9372,"Citharinus gibbosus",753850.824768964,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9376,"Marcusenius devosi",69245.0388400855,1,0,0,NA,NA,NA,NA,NA,1,"NT"
9379,"Petrocephalus schoutedeni",244944.253255989,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9384,"Enteromius trimaculatus",1109964.12654628,1,1,0,15,"commercial",0,3.22,"Carni.",2,"LC"
9386,"Labeobarbus johnstonii",104924.837785781,1,1,0,50,"commercial",0,2,"Herbi.",3,"LC"
9389,"Cyclopharynx fwae",12494.2914183932,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9391,"Pellonula leonensis",3365833.85284635,1,1,0,12.1000003814697,"minor commercial",1,3.29999995231628,"Carni.",1,"LC"
9392,"Aphyosemion dargei",13194.6327138679,NA,NA,0,NA,NA,NA,NA,NA,1,"VU"
9393,"Placidochromis nkhotakotae",167.754756607819,0,1,1,NA,NA,NA,NA,NA,1,"DD"
9394,"Crenimugil buchanani",300736.004820018,1,0,0,100,"commercial",1,2.22,"Omni.",1,NA
9397,"Mormyrus macrocephalus",78171.0648805117,1,1,0,NA,NA,NA,NA,NA,1,"VU"
9399,"Labeo camerunensis",56097.3404999324,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
9400,"Paramormyrops kingsleyae",226173.260332094,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9403,"Microthrissa whiteheadi",77525.9295462535,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9404,"Epiplatys bifasciatus",2471140.19398596,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9407,"Leptocypris modestus",427232.847467338,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9410,"Aphyosemion louessense",35920.1589723294,1,0,0,NA,NA,NA,NA,NA,1,"VU"
9416,"Lichnochromis acuticeps",2683.74261882117,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9417,"Lamprologus ornatipinnis",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9419,"Chanos chanos",9858.6599157916,1,1,0,180,"highly commercial",1,2.59,"Omni.",2,"LC"
9421,"Enteromius barotseensis",741406.354714095,1,1,0,5,"of potential interest",0,NA,NA,3,"LC"
9424,"Pollimyrus petherici",193004.745709027,1,1,0,NA,NA,NA,NA,NA,2,"LC"
9435,"Tylochromis robertsi",477339.940784077,1,1,0,21.1000003814697,NA,0,2.44,"Omni.",1,"LC"
9436,"Hydrocynus vittatus",3731467.69133885,1,1,0,105,"commercial",0,3.93,"Carni.",1,"LC"
9437,"Haplochromis pseudopellegrini",70029.8147067808,0,1,1,15,NA,0,4.2,"Carni.",1,"DD"
9438,"Nothobranchius ruudwildekampi",1024.51389670026,1,1,0,2.49000000953674,NA,0,NA,NA,1,"VU"
9440,"Fundulopanchax rubrolabialis",10636.7017350887,1,1,0,NA,NA,NA,NA,NA,1,"EN"
9441,"Neobola stellae",8758.08952918663,0,1,1,NA,NA,NA,NA,NA,2,"LC"
9446,"Scriptaphyosemion chaytori",35044.6540581911,1,1,0,NA,NA,NA,NA,NA,1,"VU"
9447,"Clarias dhonti",166333.183954518,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9449,"Steatocranus bleheri",8174.12430357927,1,1,0,NA,NA,NA,NA,NA,3,"DD"
9451,"Enteromius yongei",137446.344983826,1,1,0,5.59999990463257,NA,0,2.3,"Omni.",1,"LC"
9452,"Platyclarias machadoi",7652.5934798573,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9453,"Labeobarbus macrolepis",174204.534099668,1,1,0,NA,NA,NA,NA,NA,1,"NT"
9455,"Mormyrops anguilloides",2742295.02311893,1,1,0,150,"commercial",0,3.77,"Carni.",1,"LC"
9459,"Enteromius mediosquamatus",50010.7481289231,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9462,"Chetia brevicauda",60841.8651289638,1,0,0,12.5,NA,0,NA,NA,1,"LC"
9464,"Chrysichthys brevibarbis",205889.491551398,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9465,"Aphyosemion franzwerneri",27111.4098473989,1,1,0,NA,NA,NA,NA,NA,1,"EN"
9466,"Tylochromis elongatus",35266.7178258257,1,1,0,15.3000001907349,NA,0,2.65,"Omni.",1,"DD"
9468,"Alestes ansorgii",20115.4981059968,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9471,"Carasobarbus moulouyensis",87309.0848855475,1,0,0,NA,NA,NA,NA,NA,3,"LC"
9475,"Haplochromis cinctus",70201.9485614657,0,1,1,8.80000019073486,NA,0,2,"Herbi.",1,"CR"
9476,"Haplochromis scheffersi",2837.93065776997,0,1,1,8.5,NA,0,NA,NA,3,"LC"
9480,"Ephippus goreensis",3908.40239071528,1,0,0,30,"minor commercial",1,3.45,"Carni.",1,"LC"
9481,"Clariallabes uelensis",130581.886359654,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9482,"Doumea gracila",41254.638785791,NA,NA,0,NA,NA,NA,NA,NA,1,"VU"
9483,"Brycinus bimaculatus",876061.474734945,NA,NA,0,NA,NA,NA,NA,NA,1,NA
9484,"Limbochromis robertsi",23438.5616850215,1,0,0,NA,NA,NA,NA,NA,1,"EN"
9487,"Haplochromis mbipi",72008.7472782697,0,1,1,13.0600004196167,NA,0,2.58,"Omni.",1,"LC"
9490,"Chiloglanis carnosus",17056.9636145755,1,1,0,NA,NA,NA,NA,NA,1,"NT"
9491,"Ctenopharynx pictus",4694.31397546243,0,1,1,12.6000003814697,"commercial",0,3,"Carni.",1,"LC"
9492,"Kneria wittei",208038.957747166,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9493,"Labidochromis maculicauda",422.101536995476,0,1,1,6.40000009536743,"commercial",0,3.35,"Carni.",1,"LC"
9495,"Marcusenius ussheri",566726.020661404,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9498,"Paramphilius baudoni",153850.70555793,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9499,"Chrysichthys nyongensis",15460.411232987,NA,NA,0,NA,NA,NA,NA,NA,1,"VU"
9500,"Bagrus docmak",826113.69276976,1,1,0,127,"commercial",0,4.08,"Carni.",1,"LC"
9504,"Sciaenochromis fryeri",6876.2660956166,0,1,1,11.5,NA,0,4.2,"Carni.",1,"LC"
9507,"Synodontis ricardoae",72714.2791921898,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9513,"Mylochromis plagiotaenia",2003.75733240314,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9518,"Micralestes occidentalis",825797.330774132,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9523,"Benitochromis ufermanni",10114.652550309,1,0,0,NA,NA,NA,NA,NA,1,"EN"
9524,"Garra duobarbis",8212.55202130936,1,1,0,6.67999982833862,"of no interest",0,NA,NA,1,"VU"
9526,"Epiplatys ansorgii",209971.74159737,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9528,"Micralestes pabrensis",187466.281287008,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9529,"Labidochromis shiranus",1502.68297701508,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9530,"Sanagia velifera",156257.238705418,1,0,0,NA,NA,NA,NA,NA,1,"NT"
9531,"Clarias salae",361755.333464727,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9532,"Brycinus intermedius",68336.0278997945,NA,NA,0,NA,NA,NA,NA,NA,1,NA
9533,"Aphyosemion bualanum",52198.3705046744,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9536,"Ambassis natalensis",264997.84404839,1,1,0,10,"of no interest",1,3.42,"Carni.",1,"LC"
9546,"Mastacembelus shiloangoensis",12859.0944541663,1,0,0,14.3999996185303,NA,0,NA,NA,1,"DD"
9547,"Pseudotropheus williamsi",84.1614107759323,0,1,1,16.5,"commercial",0,3.37,"Carni.",1,"NT"
9549,"Enteromius loveridgii",13421.3107293717,1,0,0,NA,NA,NA,NA,NA,3,"VU"
9553,"Mchenga thinos",6876.2660956166,0,1,1,7.84000015258789,NA,0,3.4,"Carni.",1,"LC"
9554,"Ambassis gymnocephalus",36933.646397756,1,1,0,16,"minor commercial",1,3.91,"Carni.",3,"LC"
9556,"Trematocara kufferathi",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9557,"Glossogobius giuris",9860.131620882,1,1,0,50,"minor commercial",1,3.57,"Carni.",3,"LC"
9561,"Bathyaethiops greeni",118041.572242483,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9569,"Haplochromis chrysogynaion",70201.9485614657,0,1,1,9.13000011444092,NA,0,4.2,"Carni.",1,"DD"
9570,"Haplochromis maculipinna",70201.9485614657,1,1,0,16.6000003814697,NA,0,3.87,"Carni.",1,"DD"
9572,"Opsaridium microlepis",108323.478212919,1,1,0,47,"commercial",0,NA,NA,3,"VU"
9576,"Petrochromis famula",34890.675799273,0,1,1,15.1000003814697,"commercial",0,2,"Herbi.",1,"LC"
9577,"Chiloglanis harbinger",5241.38279962411,NA,NA,0,NA,NA,NA,NA,NA,1,"VU"
9578,"Microthrissa royauxi",460767.576914054,1,1,0,9.89999961853027,"subsistence fisheries",0,NA,NA,1,"LC"
9581,"Distichodus antonii",581652.097429274,1,1,0,55,NA,0,NA,NA,1,"LC"
9583,"Bostrychus africanus",621825.61246727,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9585,"Enteromius evansi",22311.30634913,1,1,0,NA,NA,NA,NA,NA,2,"LC"
9586,"Rhamphochromis esox",6876.2660956166,0,1,1,42,"commercial",0,4.2,"Carni.",1,"VU"
9589,"Schilbe laticeps",512486.822380873,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9592,"Labeo nunensis",139339.083562357,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
9593,"Bathyclarias longibarbis",20532.2922109818,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9595,"Clarias angolensis",1108213.25563189,1,1,0,35," ",0,3.25,"Carni.",1,"LC"
9596,"Epiplatys chevalieri",714117.610694615,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9597,"Raiamas christyi",718873.43070295,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9599,"Chiloglanis angolensis",9228.65480610694,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9601,"Enteromius tomiensis",5479.05339432017,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9602,"Citharinus eburneensis",270554.011446039,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9605,"Synodontis khartoumensis",63391.1651106958,1,1,0,NA,NA,NA,NA,NA,2,"DD"
9610,"Marcusenius caudisquamatus",377.681731883932,1,0,0,25.5,NA,0,NA,NA,3,"EN"
9612,"Chetia mola",47807.5119351972,1,1,0,NA,NA,NA,NA,NA,3,"EN"
9613,"Labeobarbus longifilis",6795.48120062974,1,1,0,NA,NA,NA,NA,NA,1,"DD"
9615,"Poropanchax brichardi",113806.03950658,NA,NA,0,NA,NA,NA,NA,NA,1,NA
9618,"Marcusenius livingstonii",519688.617367391,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9619,"Limnothrissa miodon",38198.5153559517,0,1,1,17,"commercial",0,2.71,"Omni.",1,"LC"
9621,"Neolamprologus crassus",34890.675799273,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9623,"Copadichromis melas",84.0822731726227,0,1,1,NA,NA,NA,NA,NA,1,"LC"
9626,"Tylochromis jentinki",440844.671936093,1,0,0,27,NA,0,2.65,"Omni.",1,"LC"
9628,"Labeo degeni",368176.941967014,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9629,"Haplochromis turkanae",8328.83092852185,0,1,1,8.60000038146973,NA,0,3.5,"Carni.",2,"LC"
9633,"Enteromius amatolicus",34600.4703324986,1,0,0,NA,NA,NA,NA,NA,3,"DD"
9635,"Orthochromis malagaraziensis",6000.61670363593,1,0,0,NA,NA,NA,NA,NA,1,"VU"
9637,"Haplochromis spekii",70201.9485614657,0,1,1,22,NA,0,4.2,"Carni.",1,"DD"
9640,"Chiloglanis benuensis",12187.45744931,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9641,"Haplochromis paropius",70029.8147067808,0,1,1,8.69999980926514,NA,0,2.29,"Omni.",1,"LC"
9642,"Dagetichthys lakdoensis",39886.760367219,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9643,"Enteromius bagbwensis",25516.3409531026,1,0,0,NA,NA,NA,NA,NA,1,"CR"
9646,"Labeobarbus surkis",14718.6604068085,1,1,0,43,NA,0,2.89000010490417,"Carni.",1,"DD"
9648,"Zaireichthys dorae",19537.323085642,1,1,0,2.70000004768372,NA,0,NA,NA,1,"DD"
9649,"Dicentrarchus punctatus",4246.82395638508,1,0,0,70,"minor commercial",1,3.94,"Carni.",2,"LC"
9654,"Danakilia franchettii",5866.31675790706,0,1,1,7.40000009536743,NA,0,2,"Herbi.",2,"EN"
9655,"Aphyosemion decorsei",26140.8532141185,1,0,0,NA,NA,NA,NA,NA,1,"DD"
9657,"Istigobius ornatus",74418.4719932334,1,0,0,11,"commercial",1,4.3,"Carni.",2,"LC"
9658,"Nothobranchius melanospilus",67022.6650881762,1,1,0,5,"of no interest",0,3.25,"Carni.",1,"LC"
9659,"Labeo cylindricus",2015928.26727013,1,1,0,25,"commercial",0,2,"Herbi.",1,"LC"
9660,"Chiloglanis emarginatus",48801.6599405987,1,0,0,6.5,"minor commercial",0,3.2,"Carni.",3,"VU"
9661,"Malapterurus electricus",3788711.35745409,1,1,0,122,"subsistence fisheries",0,2.93,"Carni.",1,"LC"
9666,"Enteromius sublineatus",931006.447595991,1,1,0,8.52999973297119,NA,0,2.72,"Omni.",1,"LC"
9675,"Labeo nasus",339820.703185468,1,1,0,NA,NA,NA,NA,NA,1,"LC"
9676,"Hemibates stenosoma",33183.4448681446,0,1,1,30,"commercial",0,4.07,"Carni.",1,"LC"
9677,"Enteromius salessei",16650.1856674043,1,0,0,NA,NA,NA,NA,NA,1,"LC"
9689,"Anguilla bengalensis",5505711.28358033,1,1,0,200,"commercial",1,NA,NA,1,"NT"
