"id_no","binomial","area","lotic","lentic","lentic_only","length","importance","marine","FoodTroph","foodtrophcat","climate_zone","code"
4188,"Epiplatys biafranus",31629.0919588432,1,1,0,NA,NA,NA,NA,NA,1,"EN"
4190,"Pollimyrus schreyeni",33646.2185369557,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4192,"Chrysichthys maurus",1038284.2429834,1,1,0,51,NA,0,2.69,"Omni.",1,"LC"
4194,"Nothobranchius pienaari",4356.97831434001,1,1,0,3.84999990463257,NA,0,NA,NA,1,"LC"
4195,"Enteromius okae",6453.81877094843,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4196,"Clarias gabonensis",1123231.66305805,1,1,0,36,NA,0,3.27,"Carni.",1,"LC"
4197,"Aphyosemion elegans",356327.519606179,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4198,"Otopharynx speciosus",6876.2660956166,0,1,1,25.2000007629395,"commercial",0,4.2,"Carni.",1,"LC"
4201,"Engraulicypris moeruensis",74823.7855663267,NA,NA,0,NA,NA,NA,NA,NA,1,NA
4205,"Pollimyrus pedunculatus",11755.0090331811,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4206,"Mastacembelus sanagali",133670.963197998,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
4207,"Labeo seeberi",1676.93022089597,1,0,0,35.5,NA,0,2.51,"Omni.",2,"EN"
4209,"Lepidiolamprologus cunningtoni",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4212,"Melanochromis lepidiadaptes",83.5738857687492,0,1,1,8.72000026702881,NA,0,4.4,"Carni.",1,"CR"
4213,"Hemichromis exsul",8328.83092852185,0,1,1,NA,NA,NA,NA,NA,2,"LC"
4217,"Alcolapia grahami",86.0129644510727,NA,NA,0,NA,NA,NA,NA,NA,1,NA
4218,"Mormyrus cyaneus",9335.71281336562,1,1,0,NA,NA,NA,NA,NA,1,"VU"
4223,"Petrocephalus sauvagii",739880.547522566,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4224,"Chiloglanis trilobatus",22542.0928149061,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4227,"Scardinius erythrophthalmus",258.146720563579,1,1,0,NA,"minor commercial",0,2.89,"Carni.",1,"LC"
4229,"Coptodon imbriferna",1456.6482365492,NA,NA,0,NA,NA,NA,NA,NA,1,NA
4231,"Enteromius jacksoni",398136.491157038,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4232,"Pseudocrenilabrus nicholsi",119129.609876354,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4233,"Petrocephalus squalostoma",29440.4210459601,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4236,"Carasobarbus harterti",76922.8646989733,1,0,0,25,NA,0,NA,NA,3,"CR"
4238,"Amphilius natalensis",185369.286300746,1,0,0,12.5,"commercial",0,3.2,"Carni.",3,"LC"
4239,"Haplochromis pharyngomylus",70029.8147067808,0,1,1,12.6000003814697,NA,0,3.24,"Carni.",1,"DD"
4241,"Synodontis nummifer",332273.429811081,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4242,"Orthochromis uvinzae",7627.31743445158,1,0,0,8.55000019073486,NA,0,2,"Herbi.",1,"CR"
4246,"Xenotilapia boulengeri",33012.5919769452,0,1,1,15.3000001907349,"commercial",0,3.27,"Carni.",1,"LC"
4247,"Labeobarbus sacratus",123651.148953333,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4248,"Clarias pachynema",1304297.09661004,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4251,"Enteromius anema",347731.699753654,1,1,0,NA,NA,NA,NA,NA,2,"LC"
4257,"Placidochromis subocularis",7292.64023344102,1,1,0,16.2000007629395,"commercial",0,3.43,"Carni.",1,NA
4262,"Petrochromis polyodon",34890.675799273,0,1,1,21,"commercial",0,2,"Herbi.",1,"LC"
4263,"Haplochromis gracilior",2837.93065776997,0,1,1,NA,NA,NA,NA,NA,3,"LC"
4270,"Mastacembelus sexdecimspinus",10535.3004292425,1,1,0,NA,NA,NA,NA,NA,1,"NT"
4273,"Melanochromis chipokae",83.5138559146576,0,1,1,12," ",0,4.2,"Carni.",1,"CR"
4274,"Sarotherodon caroli",4202.50772882648,0,1,1,18.6000003814697,NA,0,2,"Herbi.",1,"CR"
4277,"Haplochromis oligolepis",344.197927015202,0,1,1,NA,NA,NA,NA,NA,1,"DD"
4278,"Dimidiochromis strigatus",7292.64023344102,0,1,1,24.3999996185303,"commercial",0,3.84,"Carni.",1,"LC"
4283,"Platichthys flesus",1279.7514623396,1,0,0,60,"commercial",1,3.3,"Carni.",2,"LC"
4288,"Engraulicypris brevianalis",610381.263101436,1,1,0,7.5,NA,0,3.17,"Carni.",2,"LC"
4289,"Synodontis dorsomaculatus",40369.5238765829,1,1,0,NA,NA,NA,NA,NA,1,"EN"
4290,"Arnoldichthys spilopterus",113361.32609351,1,0,0,9.60000038146973,"commercial",0,3.12,"Carni.",1,"EN"
4292,"Sargochromis thysi",46849.5176832779,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4293,"Schilbe banguelensis",110930.853781555,1,1,0,NA,NA,NA,NA,NA,3,"LC"
4296,"Bagrus lubosicus",2401.04399602589,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4300,"Aphyosemion punctatum",64785.7973457221,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4306,"Labeobarbus sandersi",223573.751391625,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
4310,"Synodontis tourei",4988.32724499682,1,0,0,NA,NA,NA,NA,NA,1,"CR"
4316,"Haplochromis xanthopteryx",70029.8147067808,0,1,1,10.6700000762939,NA,0,3.12,"Carni.",1,"VU"
4318,"Periophthalmus argentilineatus",11765.6756578625,0,0,0,19,"of no interest",1,3.26,"Carni.",1,"LC"
4321,"Labeobarbus urotaenia",1459.89436655412,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4326,"Enteromius chlorotaenia",881305.517111105,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4332,"Brycinus longipinnis",1191202.02348957,NA,NA,0,NA,NA,NA,NA,NA,1,NA
4336,"Haplochromis boops",70201.9485614657,0,1,1,19.3999996185303,NA,0,4.2,"Carni.",1,"DD"
4337,"Trematocara variabile",42355.9006878504,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4341,"Microctenopoma lineatum",25891.9825919588,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4345,"Julidochromis dickfeldi",33183.4448681446,0,1,1,11,"of potential interest",0,3.5,"Carni.",1,"LC"
4352,"Enteromius ablabes",1414955.17599001,1,1,0,9.60000038146973," ",0,2.45,"Omni.",1,"LC"
4361,"Synodontis annectens",139600.033214242,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4365,"Chiloglanis polyodon",14467.3002316871,1,0,0,NA,NA,NA,NA,NA,1,"EN"
4367,"Synodontis nebulosus",283735.886005777,1,0,0,15,"minor commercial",0,2.54,"Omni.",1,"LC"
4368,"Plataplochilus ngaensis",26152.7418051611,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4369,"Marcusenius abadii",342588.908095892,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4370,"Enteromius sexradiatus",860.542986542458,0,1,1,NA,NA,NA,NA,NA,1,"DD"
4374,"Rastrineobola argentea",156412.618629866,1,1,0,8,"highly commercial",0,3.41,"Carni.",1,"LC"
4390,"Petrocephalus christyi",711160.710611826,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4396,"Aphyosemion primigenium",28378.7371514075,1,0,0,NA,NA,NA,NA,NA,1,"VU"
4397,"Labeo lineatus",597339.985340977,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4399,"Haplotaxodon microlepis",33183.4448681446,0,1,1,26,"commercial",0,3.4,"Carni.",1,"LC"
4400,"Aphyosemion volcanum",4202.50772882648,1,1,0,NA,NA,NA,NA,NA,1,"EN"
4411,"Enteromius erythrozonus",9529.36942391187,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4416,"Aphyosemion lamberti",38974.9214297384,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4417,"Enteromius papilio",2320.49267972552,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4418,"Tropheops kamtambo",83.5738857687531,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4421,"Amphilius kakrimensis",31338.1205773117,1,0,0,NA,NA,NA,NA,NA,1,"VU"
4423,"Enteromius trispilopleura",2946.00893117719,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4425,"Pareutropius mandevillei",405349.719673628,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4429,"Nannocharax angolensis",165853.27195641,NA,NA,0,NA,NA,NA,NA,NA,1,NA
4435,"Aphyosemion exigoideum",9376.51511605307,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4436,"Hippopotamyrus aelsbroecki",8174.12430357927,1,1,0,NA,NA,NA,NA,NA,3,"DD"
4438,"Chrysichthys polli",5992.43563900064,1,1,0,NA,NA,NA,NA,NA,1,"VU"
4439,"Haplochromis elegans",16177.5782462457,1,1,0,7.30000019073486,NA,0,3.2,"Carni.",1,"LC"
4444,"Enteromius annectens",1039892.82190792,1,0,0,NA,NA,NA,NA,NA,2,"LC"
4445,"Phenacogrammus interruptus",526647.267267974,1,1,0,8,"commercial",0,3.01,"Carni.",1,"LC"
4446,"Engraulicypris spinifer",140590.820919374,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4448,"Mormyrops parvus",2139.52135836836,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4450,"Nannocharax maculicauda",116718.997675017,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
4452,"Haplochromis bicolor",70029.8147067808,0,1,1,15,NA,0,3.6,"Carni.",1,"VU"
4453,"Raiamas scarciensis",14530.2361901291,1,0,0,NA,NA,NA,NA,NA,1,"DD"
4454,"Enteromius cercops",226412.243954126,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4457,"Plataplochilus cabindae",82318.5206884063,NA,NA,0,NA,NA,NA,NA,NA,1,NA
4461,"Julidochromis ornatus",33183.4448681446,0,1,1,8.5,"commercial",0,3.5,"Carni.",1,"LC"
4469,"Labeo coubie",3176792.42306023,1,1,0,75,"commercial",0,NA,NA,1,"LC"
4475,"Enteromius pumilus",255045.771882249,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4477,"Xenobarbus loveridgei",257.905049911531,0,1,1,NA,NA,NA,NA,NA,1,"DD"
4481,"Maylandia lanisticola",4599.10825991955,0,1,1,6.05999994277954,NA,0,NA,NA,1,NA
4482,"Stomatorhinus ivindoensis",10236.2249524605,1,1,0,NA,NA,NA,NA,NA,1,"EN"
4483,"Synodontis angelicus",695332.716691677,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4488,"Telmatochromis vittatus",33012.5919769452,0,1,1,8.60000038146973,"commercial",0,NA,NA,1,"LC"
4490,"Paramormyrops longicaudatus",130857.34700609,1,0,0,23.7999992370605,NA,0,NA,NA,1,"VU"
4492,"Pollimyrus brevis",97884.3292894404,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4496,"Belonophago tinanti",257155.265610443,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4497,"Megalops cyprinoides",403792.744522176,1,1,0,150,"minor commercial",1,3.91000008583069,"Carni.",2,"DD"
4498,"Trematocara marginatum",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4499,"Ctenochromis horei",56107.7774082358,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4500,"Greenwoodochromis bellcrossi",33354.7184506497,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4501,"Nannocharax macropterus",1373941.3076954,1,1,0,6,NA,0,NA,NA,1,"LC"
4504,"Enteromius pobeguini",577493.517812538,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4509,"Epiplatys chaperi",176010.221996449,1,1,0,NA,NA,NA,NA,NA,1,"NT"
4512,"Enteromius callipterus",1117230.64560227,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4513,"Congochromis sabinae",92960.1861617861,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4518,"Ivindomyrus opdenboschi",59089.3764051466,NA,NA,0,NA,NA,NA,NA,NA,1,"VU"
4522,"Synodontis nigromaculatus",795991.595645622,1,1,0,38.5,"subsistence fisheries",0,3.38,"Carni.",1,"LC"
4523,"Siluranodon auritus",1978624.00825209,1,1,0,14,NA,0,2.86,"Carni.",1,"LC"
4525,"Labeo polli",16746.5278368608,1,1,0,NA,NA,NA,NA,NA,3,"DD"
4529,"Oreochromis chungruruensis",84.9258630313988,0,1,1,15.3999996185303,NA,0,NA,NA,3,"CR"
4530,"Lamprologus ocellatus",33012.5919769452,0,1,1,5.80000019073486,"commercial",0,3.45,"Carni.",1,"LC"
4531,"Marcusenius schilthuisiae",210623.111225159,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4532,"Tylochromis pulcher",123302.23108164,1,1,0,22.8999996185303,NA,0,3.2,"Carni.",1,"LC"
4534,"Atopochilus macrocephalus",70091.5867117077,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4535,"Aphyosemion escherichi",116478.044031669,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4537,"Lethrinops christyi",6876.2660956166,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4538,"Tropheus kasabae",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4541,"Paramormyrops sphekodes",284037.75531521,1,0,0,11.3800001144409,NA,0,NA,NA,1,"LC"
4545,"Schilbe angolensis",7931.78573750912,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4548,"Lamprologus lethops",3772.62325065123,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4550,"Astatotilapia desfontainii",158633.993015109,NA,NA,0,NA,NA,NA,NA,NA,2,NA
4552,"Notoglanidium maculatum",6817.95166645863,1,0,0,NA,NA,NA,NA,NA,1,"VU"
4553,"Heterotilapia cessiana",12654.7482631372,1,0,0,NA,NA,NA,NA,NA,1,"EN"
4555,"Konia dikume",4717.56909834871,0,1,1,11.1999998092651,NA,0,3.2,"Carni.",1,"CR"
4558,"Haplochromis acidens",70288.0030463266,0,1,1,12.8000001907349,NA,0,3,"Carni.",1,"DD"
4559,"Placidochromis intermedius",334.782468437134,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4561,"Chromidotilapia mamonekenei",63394.6464186654,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
4563,"Lamprologus werneri",35498.2833081543,1,1,0,NA,NA,NA,NA,NA,1,"VU"
4566,"Epiplatys longiventralis",69520.0321730896,1,1,0,NA,NA,NA,NA,NA,1,"EN"
4567,"Parakneria malaissei",14342.9747658247,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
4569,"Enteromius rubrostigma",300237.890305928,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
4571,"Potamothrissa whiteheadi",11269.8396042825,1,0,0,4.69999980926514,"of no interest",0,NA,NA,1,"DD"
4572,"Tramitichromis intermedius",6876.2660956166,0,1,1,16,"commercial",0,3.35,"Carni.",1,"LC"
4579,"Sandelia capensis",105094.841413636,1,0,0,20,"commercial",0,3.79,"Carni.",2,"DD"
4580,"Nothobranchius hengstleri",253.528530317207,0,1,1,4.13000011444092,NA,0,NA,NA,1,"EN"
4581,"Marcusenius macrolepidotus",733169.650817033,1,1,0,32,"commercial",0,3.2,"Carni.",1,"LC"
4583,"Distichodus brevipinnis",1005517.24811998,1,1,0,59,"commercial",0,2,"Herbi.",1,"LC"
4584,"Brycinus ferox",8414.7713261449,NA,NA,0,NA,NA,NA,NA,NA,2,NA
4585,"Enteromius arcislongae",70188.022945673,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4588,"Enneacampus kaupi",474374.545542018,1,1,0,16.5," ",0,2.73,"Omni.",1,"LC"
4590,"Gnathonemus barbatus",6216.66263301699,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4596,"Chelaethiops minutus",33354.7184506497,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4601,"Nannothrissa parva",66063.6110751707,1,1,0,4.19999980926514,"subsistence fisheries",0,2.66,"Omni.",1,"LC"
4606,"Labidochromis pallidus",83.5439592053947,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4609,"Labeobarbus tropidolepis",128336.943227812,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4621,"Labeo boulengeri",11375.694100389,1,0,0,NA,NA,NA,NA,NA,2,"DD"
4628,"Haplochromis welcommei",70029.8147067808,0,1,1,10.5,NA,0,3.26,"Carni.",1,"VU"
4630,"Ctenopharynx nitidus",6876.2660956166,0,1,1,13.8999996185303,"commercial",0,3.5,"Carni.",1,"LC"
4636,"Enteromius aloyi",6278.33152552257,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
4637,"Phractura brevicauda",393417.006383253,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4638,"Haplochromis exspectatus",86.0484689958878,0,1,1,NA,NA,NA,NA,NA,1,"VU"
4643,"Pseudosimochromis marginatus",34890.675799273,0,1,1,10," ",0,NA,NA,1,NA
4647,"Aphyosemion poliaki",7720.41627408374,1,0,0,NA,NA,NA,NA,NA,1,"EN"
4648,"Oreochromis mortimeri",361877.460349424,1,1,0,48,"commercial",0,2.7,"Omni.",3,"CR"
4654,"Parauchenoglanis pantherinus",79262.6883144036,NA,NA,0,NA,NA,NA,NA,NA,1,"VU"
4658,"Enteromius roussellei",1184.75308026537,1,1,0,NA,NA,NA,NA,NA,3,"DD"
4659,"Phreatichthys andruzzii",4719.15464882968,NA,NA,0,NA,NA,NA,NA,NA,2,NA
4669,"Poropanchax luxophthalmus",213540.890033875,1,1,0,4," ",0,NA,NA,1,"LC"
4671,"Pisodonophis boro",984674.034531064,1,1,0,100,"minor commercial",1,4.03,"Carni.",2,"LC"
4673,"Aphanius saourensis",5874.02698802009,NA,NA,0,NA,NA,NA,NA,NA,2,NA
4674,"Nothobranchius kirki",6478.28177012112,1,1,0,NA,NA,NA,NA,NA,1,"VU"
4675,"Heterotis niloticus",1108205.70291102,1,1,0,100,"commercial",0,2.9300000667572,"Carni.",1,"LC"
4676,"Channallabes ogooensis",7655.49178940106,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
4680,"Coelotilapia joka",73950.9033628168,1,0,0,NA,NA,NA,NA,NA,1,"EN"
4682,"Rhabdalestes maunensis",1001809.50204592,1,1,0,8.5,"commercial",0,3.34,"Carni.",2,"LC"
4683,"Placidochromis macroceps",84.3398314721336,0,1,1,NA,NA,NA,NA,NA,1,"DD"
4685,"Aphyosemion rectogoense",24170.5066000688,1,0,0,NA,NA,NA,NA,NA,1,"VU"
4690,"Labeobarbus mawambiensis",274402.752463994,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4693,"Synodontis woosnami",206427.133977094,1,0,0,20.5,NA,0,2.42,"Omni.",2,"LC"
4695,"Channallabes apus",1038728.9531527,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4701,"Synodontis resupinatus",258412.479195984,1,1,0,26,"commercial",0,2.62,"Omni.",2,"LC"
4704,"Nanochromis teugelsi",1543317.00744592,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4706,"Epiplatys multifasciatus",981922.945767451,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4707,"Labeo curriei",1537.12159386384,1,0,0,NA,NA,NA,NA,NA,1,"CR"
4718,"Lamprologus signatus",33012.5919769452,0,1,1,5.5,"commercial",0,3.6,"Carni.",1,"LC"
4719,"Nannopetersius lamberti",80790.3567404436,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4720,"Distichodus rostratus",1459223.11875372,1,1,0,76,"commercial",0,2.57999992370605,"Omni.",1,"LC"
4726,"Xenotilapia albini",32927.6349325844,0,1,1,NA,NA,NA,NA,NA,1,"DD"
4728,"Synodontis notatus",570791.468079495,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4729,"Oreochromis andersonii",947660.08919812,1,1,0,61,"commercial",0,2.39,"Omni.",2,"VU"
4730,"Atopochilus chabanaudi",3948.6275505585,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4733,"Enteromius martorelli",276971.200804832,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4735,"Mormyrus caschive",313484.555165466,1,1,0,100,NA,0,3.2,"Carni.",2,"LC"
4738,"Nothobranchius rubripinnis",597.622345063263,1,1,0,NA,NA,NA,NA,NA,1,"EN"
4740,"Polypterus weeksii",466068.619849999,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4741,"Pomatoschistus microps",11381.7388943766,1,1,0,9,"of no interest",1,3.2,"Carni.",3,"LC"
4742,"Amphilius lujani",21080.1544104061,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4747,"Synodontis polli",34890.675799273,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4749,"Parachanna insignis",468101.895781959,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4751,"Enteromius macinensis",784037.292789806,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4755,"Euchilichthys dybowskii",24668.0573728656,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4764,"Marcusenius dundoensis",156577.866294129,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4766,"Pharyngochromis acuticeps",1428678.12799614,1,1,0,NA,NA,NA,NA,NA,2,"LC"
4767,"Psammogobius knysnaensis",935.417225323237,1,0,0,7.5,NA,0,NA,NA,3,"LC"
4770,"Odaxothrissa losera",1743032.00747141,1,0,0,14.3500003814697,"subsistence fisheries",0,NA,NA,1,"LC"
4771,"Tylochromis mylodon",59402.2604624895,1,1,0,22,"commercial",0,3.29,"Carni.",1,"LC"
4772,"Haplochromis olivaceus",2837.93065776997,0,1,1,8.89999961853027,NA,0,NA,NA,3,"LC"
4776,"Oreochromis jipe",6956.95780429941,1,1,0,50,"commercial",0,2,"Herbi.",1,"EN"
4779,"Chiloglanis kalambo",5192.14821747836,1,0,0,4.40000009536743,"of no interest",0,NA,NA,1,"VU"
4782,"Polypterus teugelsi",7365.08427734965,1,0,0,41.5,NA,0,NA,NA,1,"DD"
4788,"Stomatepia mariae",4202.50772882648,0,1,1,NA,NA,NA,NA,NA,1,"CR"
4790,"Serranochromis spei",160109.434716531,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4791,"Microstomatichthyoborus katangae",118537.076550785,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4792,"Protomelas annectens",6876.2660956166,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4793,"Distichodus noboli",310333.825327205,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4798,"Doumea sanaga",69425.9835082059,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
4800,"Clariallabes platyprosopos",100641.818906496,1,0,0,29.5,NA,0,4.2,"Carni.",2,"LC"
4805,"Labeobarbus codringtonii",173832.475383179,1,0,0,39,NA,0,3.65,"Carni.",2,"LC"
4806,"Malapterurus shirensis",381329.192313397,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4811,"Nannocharax lineomaculatus",168812.926064714,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4813,"Alloblennius jugularis",3328.40643877063,NA,NA,0,NA,NA,NA,NA,NA,2,"LC"
4817,"Marcusenius meronai",25516.3409531026,1,0,0,NA,NA,NA,NA,NA,1,"EN"
4820,"Carassius auratus",28028.0774473059,1,1,0,48,"commercial",0,2.86,"Carni.",3,"LC"
4822,"Clypeobarbus hypsolepis",333339.18994487,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4823,"Opsaridium loveridgii",98980.9494727895,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4825,"Labeobarbus altipinnis",7223.3756629481,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4826,"Congochromis squamiceps",464588.143288779,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4827,"Parakneria lufirae",7223.3756629481,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4828,"Microctenopoma ansorgii",272369.660252889,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4830,"Clariallabes manyangae",7299.72794438436,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4831,"Enteromius multilineatus",1131139.42046494,1,1,0,4.5,"commercial",0,NA,NA,3,"LC"
4833,"Chrysichthys cranchii",952721.992353758,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4835,"Tylochromis trewavasae",3002.91946512575,1,0,0,20,NA,0,3.24,"Carni.",1,"DD"
4838,"Mastacembelus aviceps",9335.71281336562,1,0,0,NA,NA,NA,NA,NA,1,"VU"
4845,"Epiplatys neumanni",199036.742328077,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4848,"Lutjanus goreensis",12549.8484089694,1,0,0,80,"minor commercial",1,3.97,"Carni.",1,"DD"
4849,"Nannocharax wittei",272434.203189305,NA,NA,0,NA,NA,NA,NA,NA,1,NA
4850,"Lethrinops stridei",6876.2660956166,0,1,1,13,"commercial",0,2,"Herbi.",1,"DD"
4855,"Psammogobius biocellatus",1073184.67274886,1,1,0,19.7999992370605,"of no interest",1,NA,NA,1,"LC"
4857,"Nothobranchius lucius",2045.76461441908,1,1,0,5.36999988555908,NA,0,NA,NA,1,"NT"
4860,"Fundulopanchax fallax",47803.4058935403,1,1,0,NA,NA,NA,NA,NA,1,"EN"
4861,"Enteromius lauzannei",3747.24995899451,1,0,0,NA,NA,NA,NA,NA,1,"VU"
4864,"Micropanchax kingii",161793.897719862,1,1,0,4,NA,0,NA,NA,2,"LC"
4876,"Eugnathichthys eetveldii",626728.82239757,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4881,"Marcusenius senegalensis",2069663.82031803,1,1,0,32.0999984741211,"minor commercial",0,2.79,"Omni.",1,"LC"
4885,"Neolebias kerguennae",45340.5420747062,NA,NA,0,NA,NA,NA,NA,NA,1,"EN"
4888,"Nannocharax minutus",46101.8433602338,NA,NA,0,NA,NA,NA,NA,NA,3,NA
4893,"Mastacembelus flavidus",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
4903,"Astatoreochromis alluaudi",232689.306821896,1,1,0,19,"commercial",0,3.6,"Carni.",1,"LC"
4907,"Labidochromis vellicans",1168.45461059626,0,1,1,6.69999980926514,"commercial",0,2,"Herbi.",1,"LC"
4909,"Redigobius dewaali",169502.236427955,1,0,0,5.59999990463257,NA,0,3.36,"Carni.",3,"LC"
4911,"Notoglanidium walkeri",18917.8773908584,1,1,0,NA,NA,NA,NA,NA,1,"NT"
4912,"Orthochromis rubrolabialis",9760.64509218185,1,0,0,NA,NA,NA,NA,NA,1,"EN"
4913,"Scriptaphyosemion etzeli",935.223000566747,1,1,0,NA,NA,NA,NA,NA,1,"CR"
4914,"Synodontis comoensis",52279.2606537983,1,0,0,NA,NA,NA,NA,NA,1,"LC"
4915,"Labeobarbus megastoma",12968.8578893625,1,1,0,82.4000015258789,NA,0,3.1800000667572,"Carni.",3,"LC"
4921,"Diplotaxodon limnothrissa",12927.206021921,0,1,1,15.3999996185303,"commercial",0,3.13,"Carni.",1,"LC"
4923,"Caprichromis orthognathus",3100.1167566456,0,1,1,19.5,"commercial",0,4,"Carni.",1,"LC"
4925,"Micralestes holargyreus",2569.5107953274,1,1,0,NA,NA,NA,NA,NA,1,"DD"
4927,"Mormyrus macrophthalmus",416423.308764872,1,1,0,NA,NA,NA,NA,NA,1,"LC"
4928,"Haplochromis estor",70201.9485614657,0,1,1,17,NA,0,4.2,"Carni.",1,"DD"
4931,"Synodontis pardalis",15383.5365212904,1,1,0,NA,NA,NA,NA,NA,1,"EN"
4936,"Amphilius pulcher",91193.1428889336,1,0,0,NA,NA,NA,NA,NA,1,"LC"
